1529525712,0
1529525713,0
1529525714,0
1529525715,0
1529525716,0
1529525717,0
1529525718,0
1529525719,0
1529525720,0
1529525721,0
1529525722,0
1529525723,0
1529525724,0
1529525725,0
1529525726,0
1529525727,0
1529525728,0
1529525729,0
1529525730,0
1529525731,0
1529525732,0
1529525733,0
1529525734,0
1529525735,0
1529525736,0
1529525737,0
1529525738,0
1529525739,0
1529525740,0
1529525741,0
1529525742,0
1529525743,0
1529525744,0
1529525745,0
1529525746,0
1529525747,0
1529525748,0
1529525749,0
1529525750,0
1529525751,0
1529525752,0
1529525753,0
1529525754,0
1529525755,0
1529525756,0
1529525757,0
1529525758,0
1529525759,0
1529525760,0
1529525761,2
1529525762,0
1529525763,0
1529525764,0
1529525765,0
1529525766,0
1529525767,0
1529525768,0
1529525769,0
1529525770,0
1529525771,0
1529525772,0
1529525773,0
1529525774,0
1529525775,0
1529525776,0
1529525777,0
1529525778,0
1529525779,0
1529525780,0
1529525781,0
1529525782,0
1529525783,0
1529525784,0
1529525785,0
1529525786,0
1529525787,0
1529525788,0
1529525789,0
1529525790,0
1529525791,0
1529525792,0
1529525793,0
1529525794,0
1529525795,0
1529525796,0
1529525797,0
1529525798,0
1529525799,0
1529525800,0
1529525801,0
1529525802,0
1529525803,0
1529525804,0
1529525805,0
1529525806,0
1529525807,0
1529525808,0
1529525809,0
1529525810,0
1529525811,0
1529525812,0
1529525813,0
1529525814,0
1529525815,0
1529525816,0
1529525817,0
1529525818,0
1529525819,0
1529525820,0
1529525821,0
1529525822,0
1529525823,0
1529525824,0
1529525825,0
1529525826,0
1529525827,0
1529525828,0
1529525829,0
1529525830,0
1529525831,0
1529525832,0
1529525833,0
1529525834,0
1529525835,0
1529525836,0
1529525837,0
1529525838,0
1529525839,0
1529525840,0
1529525841,0
1529525842,0
1529525843,0
1529525844,0
1529525845,0
1529525846,0
1529525847,0
1529525848,0
1529525849,0
1529525850,0
1529525851,0
1529525852,0
1529525853,0
1529525854,0
1529525855,0
1529525856,0
1529525857,0
1529525858,0
1529525859,0
1529525860,0
1529525861,0
1529525862,0
1529525863,0
1529525864,0
1529525865,0
1529525866,0
1529525867,0
1529525868,0
1529525869,0
1529525870,0
1529525871,0
1529525872,0
1529525873,0
1529525874,0
1529525875,0
1529525876,0
1529525877,0
1529525878,0
1529525879,0
1529525880,0
1529525881,0
1529525882,0
1529525883,0
1529525884,0
1529525885,0
1529525886,0
1529525887,0
1529525888,0
1529525889,0
1529525890,0
1529525891,0
1529525892,0
1529525893,0
1529525894,0
1529525895,0
1529525896,0
1529525897,0
1529525898,0
1529525899,0
1529525900,0
1529525901,0
1529525902,0
1529525903,0
1529525904,0
1529525905,0
1529525906,0
1529525907,0
1529525908,0
1529525909,0
1529525910,0
1529525911,0
1529525912,0
1529525913,0
1529525914,0
1529525915,0
1529525916,0
1529525917,0
1529525918,0
1529525919,0
1529525920,0
1529525921,0
1529525922,0
1529525923,0
1529525924,0
1529525925,0
1529525926,0
1529525927,0
1529525928,0
1529525929,0
1529525930,0
1529525931,0
1529525932,0
1529525933,0
1529525934,0
1529525935,0
1529525936,0
1529525937,0
1529525938,0
1529525939,0
1529525940,0
1529525941,0
1529525942,0
1529525943,0
1529525944,0
1529525945,0
1529525946,0
1529525947,0
1529525948,0
1529525949,0
1529525950,0
1529525951,0
