1539376132,0
1539376133,0
1539376134,0
1539376135,0
1539376136,0
1539376137,0
1539376138,0
1539376139,0
1539376140,0
1539376141,0
1539376142,0
1539376143,0
1539376144,0
1539376145,0
1539376146,0
1539376147,0
1539376148,0
1539376149,0
1539376150,0
1539376151,0
1539376152,0
1539376153,0
1539376154,0
1539376155,0
1539376156,0
1539376157,0
1539376158,0
1539376159,0
1539376160,0
1539376161,0
1539376162,0
1539376163,0
1539376164,0
1539376165,0
1539376166,0
1539376167,0
1539376168,0
1539376169,0
1539376170,0
1539376171,0
1539376172,0
1539376173,0
1539376174,0
1539376175,0
1539376176,0
1539376177,0
1539376178,0
1539376179,0
1539376180,0
1539376181,0
1539376182,0
1539376183,0
1539376184,0
1539376185,0
1539376186,0
1539376187,0
1539376188,0
1539376189,0
1539376190,0
1539376191,0
1539376192,0
1539376193,0
1539376194,0
1539376195,0
1539376196,0
1539376197,0
1539376198,0
1539376199,0
1539376200,0
1539376201,0
1539376202,0
1539376203,0
1539376204,0
1539376205,0
1539376206,0
1539376207,0
1539376208,0
1539376209,0
1539376210,0
1539376211,0
1539376212,0
1539376213,0
1539376214,0
1539376215,0
1539376216,0
1539376217,0
1539376218,0
1539376219,0
1539376220,0
1539376221,0
1539376222,0
1539376223,0
1539376224,0
1539376225,0
1539376226,0
1539376227,0
1539376228,0
1539376229,0
1539376230,0
1539376231,0
1539376232,0
1539376233,0
1539376234,0
1539376235,0
1539376236,0
1539376237,0
1539376238,0
1539376239,0
1539376240,0
1539376241,0
1539376242,0
1539376243,0
1539376244,0
1539376245,0
1539376246,0
1539376247,0
1539376248,0
1539376249,0
1539376250,0
1539376251,0
1539376252,0
1539376253,0
1539376254,0
1539376255,0
1539376256,0
1539376257,0
1539376258,0
1539376259,0
1539376260,0
1539376261,0
1539376262,0
1539376263,0
1539376264,0
1539376265,0
1539376266,0
1539376267,0
1539376268,0
1539376269,0
1539376270,0
1539376271,0
1539376272,0
1539376273,0
1539376274,0
1539376275,0
1539376276,0
1539376277,0
1539376278,0
1539376279,0
1539376280,0
1539376281,0
1539376282,0
1539376283,0
1539376284,0
1539376285,0
1539376286,0
1539376287,0
1539376288,0
1539376289,0
1539376290,0
1539376291,0
1539376292,0
1539376293,0
1539376294,0
1539376295,0
1539376296,0
1539376297,0
1539376298,0
1539376299,0
1539376300,0
1539376301,0
1539376302,0
1539376303,0
1539376304,0
1539376305,0
1539376306,0
1539376307,0
1539376308,0
1539376309,0
1539376310,0
1539376311,0
1539376312,0
1539376313,0
1539376314,0
1539376315,0
1539376316,0
1539376317,0
1539376318,0
1539376319,0
1539376320,0
1539376321,0
1539376322,0
1539376323,0
1539376324,0
1539376325,0
1539376326,0
1539376327,0
1539376328,0
1539376329,0
1539376330,0
1539376331,0
1539376332,0
1539376333,0
1539376334,0
1539376335,0
1539376336,0
1539376337,0
1539376338,0
1539376339,0
1539376340,0
1539376341,0
1539376342,0
1539376343,0
1539376344,0
1539376345,0
1539376346,0
1539376347,0
1539376348,0
1539376349,0
1539376350,0
1539376351,0
1539376352,0
1539376353,0
1539376354,0
1539376355,0
1539376356,0
1539376357,0
1539376358,0
1539376359,0
1539376360,0
1539376361,0
1539376362,0
1539376363,0
1539376364,0
1539376365,0
1539376366,0
1539376367,0
1539376368,0
1539376369,0
1539376370,0
1539376371,0
